initiative_id,ordered_impressions,delivered_impressions,active_spots,spot_counts,station_list
c28e3640-9fc9-43f0-acf9-a04a07cb761b,30000,20000,200,300,"ABCD,DEFG"
2d346418-fa15-41d9-95ac-ca5813362f6d,30000,20000,200,300,"ABCD,DEFG"
09810744-9354-4d6b-9224-a0894f5cc8e2,30000,20000,200,300,"ABCD,DEFG"
b4650f6e-fd27-4b10-9082-620f1b53b666,30000,20000,200,300,"ABCD,DEFG"
89319e96-bbbd-4528-9183-a9cd64e4aa81,30000,20000,200,300,"ABCD,DEFG"
9856c052-d170-494e-bd71-8dfd6c5ccfd4,30000,20000,200,300,"ABCD,DEFG"
c47a7be2-20d0-4f67-9776-453374b8e88d,30000,20000,200,300,"ABCD,DEFG"
8f06a11d-ff4b-4ca2-a325-bb9b7ed863e1,30000,20000,200,300,"ABCD,DEFG"
66c80034-91b7-42db-bb76-299b12364969,30000,20000,200,300,"ABCD,DEFG"
a5d85580-6d78-4154-a86f-e7fd7767b8cc,30000,20000,200,300,"ABCD,DEFG"
98f1d8eb-c35b-4a8b-849a-fed8d7667b4f,30000,20000,200,300,"ABCD,DEFG"
0463196c-0187-4157-9909-b80c7a24edff,30000,20000,200,300,"ABCD,DEFG"
3b2918e2-4592-461d-9daa-2b398194e66c,30000,20000,200,300,"ABCD,DEFG"
c152722e-3c12-479d-94ae-5d835932b6c2,30000,20000,200,300,"ABCD,DEFG"
f41acefb-ce39-4aca-b363-dd8a2bfa452f,30000,20000,200,300,"ABCD,DEFG"
4cfa2afb-bd52-4531-9b62-635ae677548f,30000,20000,200,300,"ABCD,DEFG"
0c3ac47f-31ee-42ce-9de6-3c916c961af3,30000,20000,200,300,"ABCD,DEFG"
abe9f6a9-fa75-4508-9551-c36039ac59c6,30000,20000,200,300,"ABCD,DEFG"
09bc1131-2f83-438c-94e5-62f937a11de9,30000,20000,200,300,"ABCD,DEFG"
aafec35c-4fba-411d-a4ab-42b342e169f6,30000,20000,200,300,"ABCD,DEFG"
e66079b4-0c6f-46bb-bdc9-8db04dea60d4,30000,20000,200,300,"ABCD,DEFG"
a763c817-954d-4d6d-89ea-379548907e1f,30000,20000,200,300,"ABCD,DEFG"
cc64ae1a-9de1-4f30-bbab-9b44d64072f7,30000,20000,200,300,"ABCD,DEFG"
8d6d0c98-c49c-4403-aa26-b87bc0c27ad4,30000,20000,200,300,"ABCD,DEFG"
cc36ba84-4713-4f50-85e7-3e12e6a7df18,30000,20000,200,300,"ABCD,DEFG"
ebe48e2f-36c2-4c4d-b822-6c6a67d3e7d2,30000,20000,200,300,"ABCD,DEFG"
a8240fab-984c-4010-b5a2-65d2d84942b4,30000,20000,200,300,"ABCD,DEFG"
b6e8c991-4dfe-416d-b21b-b5fd843a1b2e,30000,20000,200,300,"ABCD,DEFG"
12cbb033-f205-482c-8cc1-1345e5c918e1,30000,20000,200,300,"ABCD,DEFG"
427d618b-5fe9-4417-b7b3-683f9e703638,30000,20000,200,300,"ABCD,DEFG"
2b83f4cb-8386-455c-b862-e70f3d80143e,30000,20000,200,300,"ABCD,DEFG"
390f1844-788b-4815-869b-6e637750ec21,30000,20000,200,300,"ABCD,DEFG"
1d7795ea-e172-4a4d-be72-1e73a1348116,30000,20000,200,300,"ABCD,DEFG"
a1c00782-47e9-4325-9e7f-9156f1430b2e,30000,20000,200,300,"ABCD,DEFG"
826635e3-e318-499a-95a4-efc8adefe3e3,30000,20000,200,300,"ABCD,DEFG"
b1ca444d-c8eb-42b0-b072-173bea10f637,30000,20000,200,300,"ABCD,DEFG"
448b59f6-2840-431c-82c5-0d3f6a7e588f,30000,20000,200,300,"ABCD,DEFG"
ccb8b157-e5f1-4c48-bcb0-40de5358cfbd,30000,20000,200,300,"ABCD,DEFG"
f20e4576-8e53-4734-80ac-8af9285036df,30000,20000,200,300,"ABCD,DEFG"
cfb8b223-b2e5-4dde-bf82-48bf7afb5597,30000,20000,200,300,"ABCD,DEFG"
77e08b9d-dfde-4868-8bc5-17f90968340c,30000,20000,200,300,"ABCD,DEFG"
34843924-222f-407b-babc-46ea44c658a5,30000,20000,200,300,"ABCD,DEFG"
93987267-a5d5-483a-bcd5-44aacb724fc8,30000,20000,200,300,"ABCD,DEFG"
6abfbb89-af70-4a5e-b6f0-25b47da04396,30000,20000,200,300,"ABCD,DEFG"
ca2c33f2-ae15-435f-aae7-3b155ceea0a9,30000,20000,200,300,"ABCD,DEFG"
4828ce19-54db-4407-94b5-910c096580bd,30000,20000,200,300,"ABCD,DEFG"
0121f195-e979-4b1d-abe1-2ac4e104c97c,30000,20000,200,300,"ABCD,DEFG"
27665c7b-2bc5-4901-a5be-d89ace622431,30000,20000,200,300,"ABCD,DEFG"
ad5a5850-d85f-4a06-bd72-dd6cd500b573,30000,20000,200,300,"ABCD,DEFG"
f5fd8bb0-0d2f-4093-b0ce-4fdc1327f705,30000,20000,200,300,"ABCD,DEFG"
f584f4de-64d1-480d-a41b-cf07f7da9b3d,30000,20000,200,300,"ABCD,DEFG"
75f2a9d5-f3e5-495e-94b3-3a3d3b7255ab,30000,20000,200,300,"ABCD,DEFG"
0eea3134-d3d3-4d12-bf6a-73fc0bc750d6,30000,20000,200,300,"ABCD,DEFG"
3e2a9fa1-2900-4ea6-bdcd-0e62bddc7ea7,30000,20000,200,300,"ABCD,DEFG"
67f71f56-6199-46d5-b4a5-bc2b0892ab7c,30000,20000,200,300,"ABCD,DEFG"
0003ea26-4067-49d5-99e1-4d8fc6c1ee01,30000,20000,200,300,"ABCD,DEFG"
0a3a23c2-5363-43ba-a8f0-2852fc4bc3e0,30000,20000,200,300,"ABCD,DEFG"
05623607-3d92-4cde-82a6-e8d67d1b9bd3,30000,20000,200,300,"ABCD,DEFG"
c3b9f4fc-11af-42a7-9878-b9f27e8dbb2c,30000,20000,200,300,"ABCD,DEFG"
c07a0767-3bda-4508-95a4-0f8a8d436ac0,30000,20000,200,300,"ABCD,DEFG"
07ea0729-dd39-41f4-9b0d-4eea2c148db1,30000,20000,200,300,"ABCD,DEFG"
c6e89d97-0e18-4b7f-89f6-582760334b20,30000,20000,200,300,"ABCD,DEFG"
cd8ad175-fb6c-45de-8284-16ff57351d69,30000,20000,200,300,"ABCD,DEFG"
88f33775-c72d-47a2-82d9-5e79ec19f130,30000,20000,200,300,"ABCD,DEFG"
8f4426c2-476b-4dc0-b554-fa8815af7a31,30000,20000,200,300,"ABCD,DEFG"
37c42493-4693-4195-92cb-489b4c92ab35,30000,20000,200,300,"ABCD,DEFG"
2e8c2dfb-746d-4773-b987-59792ba8f9b6,30000,20000,200,300,"ABCD,DEFG"
df00f4f8-d705-4e21-8164-93504ea6f25e,30000,20000,200,300,"ABCD,DEFG"
64838ee4-6848-45b9-98f1-8fadb7eb15ba,30000,20000,200,300,"ABCD,DEFG"
c5a344f6-52a1-4e96-8d4e-e96728cd8107,30000,20000,200,300,"ABCD,DEFG"
1ff9be4c-5ae1-4797-bc79-1dfd9c2409d4,30000,20000,200,300,"ABCD,DEFG"
fa29ebbc-29fc-4420-804a-376594880e99,30000,20000,200,300,"ABCD,DEFG"
6df03ef2-55bd-4561-8665-8050b754f0a3,30000,20000,200,300,"ABCD,DEFG"
578e6319-98be-4e7f-9bfe-8cc096622e0d,30000,20000,200,300,"ABCD,DEFG"
a428a250-864e-4b65-a7ba-e82f2ec8a4f8,30000,20000,200,300,"ABCD,DEFG"
04aa2a35-3a22-4cc6-ba1d-00fc65d171ff,30000,20000,200,300,"ABCD,DEFG"
5cdc490f-5b64-4661-808b-67fde343c046,30000,20000,200,300,"ABCD,DEFG"
feea4837-df71-4e7a-bb9b-85118a86e17e,30000,20000,200,300,"ABCD,DEFG"
