"initiative_id","spot_counts","active_spots","station_list","ordered_impressions","delivered_impressions"
"14f1ec2f-77a1-498f-bb4e-1a6b30b66c88",499,499,"WTLY-AM, KTZR-AM, KGME-AM, WUCS-FM, KHTY-AM, KMNS-AM, WNDE-AM, WENE-AM, WBBD-AM, WROO-FM, WHTK-AM, WFXN-AM, WTKT-AM, KXMR-AM, KFAN-AM, WEII-FM, WWCD-AM, KKXL-AM, WOKY-AM, WDAE-AM, KUBE-AM, KVET-AM, WTSO-AM, KABQ-AM, KTBZ-AM, WMAX-FM, WOFX-AM, KPOJ-AM, KTZN-AM, KOSY-FM, WDAS-AM, WBZT-AM, KVNS-AM, KWSX-AM, WTGM-AM, WARF-AM, WBIZ-AM, WINZ-AM, WYGM-AM, WNIO-AM, WBGG-AM, WONE-AM, WFNN-AM, WCWA-AM, WSAI-AM, KBME-AM, KGMY-AM, KHEY-AM, KTKR-AM, KXNO-AM, WKRD-AM, KGHM-AM, WDSC-AM",266500.0,266500.0
"2414e0c7-b92f-4d84-ad17-0fbd331f0d81",31505,31505,"KVVS-FM, KSNE-FM, WHCY-FM, WXBB-FM, WKFS-FM, KESZ-FM, WWBB-FM, WSNX-FM, WQSR-FM, WNIC-FM, KVJM-FM, WAZR-FM, KOST-FM, WHQC-FM, KHFI-FM, WYNR-FM, KASE-FM, KKCW-FM, KFFF-FM, KIIS-FM, WOVK-FM, KQDY-FM, WFLZ-FM, WKGS-FM, KCCY-FM, WIKX-FM, WHLW-FM, WRWD-FM, KSFT-FM, KKXL-FM, WEZL-FM, WSRW-FM, WNRW-FM, KSWF-FM, KOLZ-FM, WFMF-FM, WBNW-FM, WFKS-FM, KCQQ-FM, KMAG-FM, KTEX-FM, KSSK-AM, KHEY-FM, WWKZ-FM, KIAK-FM, KHGE-FM, WLTW-FM, WKCI-FM, KSME-FM, WPOC-FM, KSSK-FM, WRNX-FM, KKSY-FM, WAYV-FM, WKZP-FM, WRNQ-FM, WVRZ-FM, KDHT-FM, WMXL-FM, WXKS-FM, KJEB-FM, KBFP-FM, WHUC-AM, WAKS-FM, WYYY-FM, WFUS-FM, KYKR-FM, WHLH-FM, KWNR-FM, KZHT-FM, WZEE-FM, WOLL-FM, WKEE-FM, WESC-FM, WWSW-FM, KRPT-FM, WZBZ-FM, KJYO-FM, WLKT-FM, WYYD-FM, WCOL-FM, KEZA-FM, KMXF-FM, WKQI-FM, WZDA-FM, WTWF-FM, KWTX-FM, WPAP-FM, WDRM-FM, KRVE-FM, WKSF-FM, KKLI-FM, WSOK-AM, WDVI-FM, KXBG-FM, KYYX-FM, KTGX-FM, WRBT-FM, WLTY-FM, WVRT-FM, WLKO-FM, WERZ-FM, WNUS-FM, WLRQ-FM, WKNN-FM, KTOM-FM, WOLZ-FM, WTRY-FM, KDWB-FM, WBBI-FM, WCHD-FM, KWBL-FM, WRVW-FM, WSTH-FM, WKSL-FM, KSSN-FM, WZFT-FM, WQRV-FM, KHUD-FM, WQIK-FM, WKCY-FM, WQEN-FM, WHAL-FM, KSLZ-FM, WCOS-FM, KJSN-FM, KKDM-FM, KLTH-FM, KHTS-FM, KOLT-FM, KISC-FM, WXLY-FM, WMIL-FM, KTSM-FM, KTST-FM, KRQQ-FM, WMXC-FM, WRVF-FM, KTBT-FM, WNCI-FM, WNDH-FM, KISO-FM, KMXR-FM, WRWB-FM, WBBQ-FM, WIMT-FM, WGRB-AM, WKKJ-FM, WXXL-FM, KZCH-FM, WBBG-FM, KUUL-FM, WJYZ-AM, WJMX-FM, WLDI-FM, WQOL-FM, WCKT-FM, WNSL-FM, KGLX-FM, WZOM-FM, WQRB-FM, WMXY-FM, KZSN-FM, WYLD-AM, WBIZ-FM, WKSC-FM, WTNT-FM, WODC-FM, KAJA-FM, WTCR-FM, KYMG-FM, WGAR-FM, KASH-FM, WSSL-FM, WWYZ-FM, WLUB-FM, WAEB-FM, WLLR-FM, KBMR-AM, KLOU-FM, WCIB-FM, WNCO-FM, KIZZ-FM, KXKT-FM, WAVW-FM, WDMX-FM, WKKT-FM, WMAD-FM, WZCR-FM, WBBS-FM, WUBL-FM, WTXT-FM, KKIX-FM, WBUL-FM, WBYL-FM, WBLJ-FM, WEGX-FM, WUSQ-FM, WBKS-FM, WOBB-FM, KGOT-FM, KRYS-FM, WWZD-FM, KKRZ-FM, KSD-FM, WCHO-FM, WWFG-FM, WVKS-FM, WWHT-FM, WINR-AM, WBCT-FM, KMFX-FM, WAMZ-FM, KOSO-FM, WMSI-FM, WIHB-FM, WRTS-FM, WIHB-AM, KSNR-FM, KEEY-FM, WVKF-FM, WQNQ-FM, WMKS-FM, WNOE-FM, WCKY-FM, WKSS-FM, WMRN-FM, WSIX-FM, WSEK-FM, WLAN-FM, WACO-FM, WDSD-FM, WWXM-FM, WDXB-FM, KMJX-FM, KAGG-FM, WTQR-FM, WKSI-FM, WGMY-FM, WYNK-FM, WKSJ-FM, KZZP-FM, WNOK-FM, KGOR-FM, WIHT-FM, WIOQ-FM, KYOT-FM, WMUS-FM, WPGB-FM, WSRZ-FM, WTBU-FM, KNIX-FM, KPHT-FM, WMYI-FM, WHLK-FM, WMZQ-FM, WWPW-FM, WBFX-FM, WMJY-FM, KDRB-FM, WVOR-FM, WCTQ-FM, KQXT-FM, KQHT-FM, WFSY-FM, KGLI-FM, WSTV-FM, WACT-AM, KGBX-FM, WKSB-FM, WMAG-FM, WQHQ-FM, WKWK-FM, WHTZ-FM, WKKR-FM, KBQI-FM, WGTR-FM, KXXY-FM, KYLD-FM, KCAD-FM, WATQ-FM, KTRA-FM, WHYI-FM, WRIT-FM, KXXM-FM, WSDF-FM, WZBQ-FM, WMGF-FM, KRBB-FM, WASH-FM, KBKS-FM, KYYY-FM, KVET-FM, WSWR-FM, WKST-FM, KODA-FM, KVDU-FM, WMXW-FM",29871500,29871500
"432f4873-9e03-4043-a5db-1e28d5915fa3",2263,2263,"WHBT-FM, WJKX-FM, WDIA-AM, WYLD-AM, WSBY-FM, WRBV-FM, WCAO-AM, WZTF-FM, WMRZ-FM, WHLH-FM, WTLM-AM, WSOL-FM, WWMG-FM, WEBZ-FM, KHYL-FM, WAGH-FM, WYLD-FM, WHAL-FM, WSOK-AM, KATZ-AM, WGRB-AM, WJYZ-AM, WHLW-FM, WDAS-FM, WLVH-FM, WMXD-FM, WKSP-FM",1761900.0,1761900.0
"5571be46-40e0-404f-9574-1fed15b28baa",123,123,"KLFX-FM, WMOV-FM, WSTZ-FM, WROV-FM, WTAK-FM, WYHT-FM, KKED-FM, KUCD-FM, KRYS-FM, KZSN-FM, WVBZ-FM, KCBL-AM, WJQQ-FM, WBBG-FM, WTUE-FM, WVKF-FM, KXTC-FM, WYNR-FM, WDMX-FM, WRVW-FM, KHKN-FM, KRCH-FM, WGMZ-FM, KDFO-FM, WZRX-FM, WLLR-FM, WZTF-FM, WACL-FM, WKKJ-FM, WKCI-FM, KZOK-FM, WVRK-FM, WDIA-AM, KPRR-FM, KZBB-FM, KTOZ-FM, KTST-FM, WKNN-FM, WKGR-FM, WMYI-FM, WWBB-FM, KMAG-FM, KGB-FM, KKRQ-FM, KBFM-FM, WGMY-FM, WMMX-FM, WRDU-FM, KXJM-FM, WFBQ-FM, KCQQ-FM, WKEE-FM, WRFQ-FM, WTSO-AM, WBTT-FM, KSEZ-FM, WBIZ-FM, WLVH-FM, WHYN-FM, KRPT-FM, WLLZ-FM, KCAD-FM, WBGG-FM, WLAN-FM, WHEN-AM, WFLZ-FM, KFFF-FM, WCTW-FM, WSBY-FM, WXBB-FM, KDON-FM, KCDA-FM, KOGA-FM, WEND-FM, WJKX-FM, WAMZ-FM, KYMT-FM, WXDX-FM, WDRM-FM, KMRQ-FM, KSD-FM, WQBZ-FM, KTCZ-FM, KMOD-FM, WBNW-FM, WQSR-FM, KDRB-FM, WRKH-FM, WBUL-FM, WJRR-FM, WQUE-FM, KVET-FM, WFMF-FM, WPAP-FM, KBPL-FM, WSAI-AM, WZHT-FM, KIOC-FM, KTKR-AM, WCKY-FM, WXBT-FM, KBFX-FM, WDVI-FM, KOHT-FM",485100.0,485100.0
"8cbb4252-70fc-4aad-b518-2aebe05b250f",1051,1051,"WUSL-FM, WBWL-FM, KBPI-FM, KTCZ-FM, KFBW-FM, WKTU-FM, WHCY-FM, WIHT-FM, WKSI-FM, KISQ-FM, KQOD-FM, KZZP-FM, KTCL-FM, KLOU-FM, WHQC-FM, WFBQ-FM, WGCI-FM, WGIR-FM, WFQX-FM, WJRR-FM, KXJM-FM, WMZQ-FM, KGGI-FM, KOGA-FM, WFLZ-FM, KHYL-FM, KOSO-FM, WYHT-FM, KDMX-FM, WLLZ-FM, WJLB-FM, WAEB-FM, WXTB-FM, KJAQ-FM, WAZR-FM, WWPW-FM, WWPR-FM, KZPS-FM, WMMS-FM, WMIB-FM, KATZ-FM, WCHI-FM, WHLK-FM, KRRL-FM, WDCG-FM, KMRQ-FM, WOLT-FM, KIOI-FM, KSRY-FM, KMFX-FM, WEND-FM, KYSR-FM, KZOK-FM, KSLZ-FM, KYRV-FM, WZZO-FM, WBGG-FM, WJMN-FM, KSD-FM, KMYT-FM, KTBZ-FM, KBME-AM, KTMQ-FM, WZLX-FM, KOSF-FM, KYOT-FM, WHYI-FM, KJEB-FM, WCIB-FM, KBEB-FM",6922800.0,6922800.0
"8fa17ae3-946f-4ab5-b626-6b1420369a60",2244,2244,"KFMQ-FM, WZXL-FM, WQYZ-FM, WTZB-FM, WBCG-FM, KWNW-FM, WGIR-FM, WXDX-FM, WHJY-FM, WEBN-FM, WBWZ-FM, WRVV-FM, WFQX-FM, WRFX-FM, WROV-FM, WRXZ-FM, WJRR-FM, WSTZ-FM, KZPR-FM, WSRS-FM, WQMF-FM, WSUS-FM, KLFX-FM, KNCN-FM, WJQQ-FM, KYMT-FM, WFFX-FM, KKRQ-FM, KBPL-FM, WEGW-FM, KGB-FM, WPLA-FM, WVRK-FM, WXTB-FM, WEND-FM, WHFX-FM, KSSS-FM, WTKX-FM, WFLF-FM, KZRR-FM, WTUE-FM, KKZX-FM, KBFX-FM, KMOD-FM, KYSR-FM, KRFX-FM, WIOT-FM, WXSR-FM, KAAZ-FM, KKED-FM, KDAG-FM, WNCD-FM, KDJE-FM, KSRY-FM, WAMX-FM, KBRQ-FM, WRFQ-FM, KJKJ-FM, WTAK-FM, KIOC-FM, KYRV-FM, KKBD-FM, WQNS-FM, KTCL-FM, WQBZ-FM, WVBZ-FM, WKGR-FM, WRFF-FM, WKQQ-FM, KRAB-FM, WMMS-FM, WRQK-FM, KTHR-FM, WMEQ-FM, WRKT-FM, KSOF-FM, KXUS-FM, WMRR-FM, KDFO-FM, WXZX-FM, WFXN-FM, KZOK-FM, KBPI-FM, WOLT-FM, WACL-FM, WKGB-FM, WWDC-FM, WHEB-FM, WNNJ-FM, KSEZ-FM, KTEG-FM, KFBW-FM, WNRQ-FM, KIGL-FM, KIOZ-FM, KOKQ-FM, WIBA-FM, KTBZ-FM, WPYX-FM, KZPS-FM, WBIG-FM, KZRX-FM, KFOO-FM, WFBQ-FM, WWTF-AM, KTMQ-FM, WDVE-FM, KNFX-FM, KEGL-FM",3464100.0,3464100.0
"9afa6e52-e136-487e-af70-d05f3461241a",641,641,"KGHM-AM, WHYN-FM, WHFX-FM, KLTH-FM, KXUS-FM, KGME-AM, WWCD-AM, KNCN-FM, WZRX-FM, KZOK-FM, WNOE-FM, WVBZ-FM, KAKQ-FM, WTGM-AM, KRAB-FM, WKDD-FM, KGB-FM, WBNW-FM, WJLB-FM, WCHO-AM, WQGA-FM, WHEN-AM, WKWK-FM, WRFQ-FM, WBGA-AM, KHKN-FM, WKNN-FM, WDIZ-AM, WTKT-AM, WMXC-FM, KPEZ-FM, WJJS-FM, WKKV-FM, WTAK-FM, WGMZ-FM, WZFT-FM, WGEX-FM, WJJX-FM, KHUD-FM, WXSR-FM, WWKZ-FM, WZRL-FM, KTGX-FM, WROO-FM, WRVB-FM, KWNW-FM, KXNO-AM, KXXM-FM, KATZ-FM, KMFX-FM, KFOO-FM, WRVW-FM, WVOR-FM, WAVZ-AM, WMOV-FM, KTBT-FM, WLRQ-FM, KSFT-FM, KOCN-FM, WTBU-FM, WXBT-FM, WJDX-FM, WMMS-FM, WBKS-FM, KTHR-FM, KVUU-FM, KVJM-FM, KWNR-FM, WCKY-FM, WTFX-FM, KYMT-FM, WAKZ-FM, WKDW-AM, KZHT-FM, WZHT-FM, WBYL-FM, WXXM-FM, KYMG-FM, WHYI-FM, WMXA-FM, KIIX-AM, WWBB-FM, WNIC-FM, WBLJ-FM, WBIZ-AM, WWTF-AM, KKXL-FM, WSRW-FM, KHGE-FM, KMRQ-FM, WAVW-FM, WSAI-AM, WXDX-FM, KUBT-FM, KOSY-FM, WZDA-FM, WFXN-AM, WDAR-FM, KGLX-FM, WLUB-FM, KBFM-FM, WAMX-FM, WNSL-FM, KHEY-FM, KRCH-FM, KISO-FM, WIHB-FM, KYYY-FM, WTWF-FM, WHQC-FM, KKBD-FM, WRBT-FM, KTOM-FM, KOLT-FM, KKMY-FM, WKKF-FM",6436100.0,6436100.0
a791c3a6-8978-42a3-b611-4e0db8b36819,305,305,"WBFX-FM, KISQ-FM, WLLZ-FM, WNNJ-FM, KPWK-AM, WAKZ-FM, WHCY-FM, WBWZ-FM, WLIT-FM, WCIB-FM, WZLX-FM, WAVZ-AM, KTMQ-FM, WKTU-FM, KSLZ-FM, KDON-FM, WMGP-FM, WSSL-FM, WVBZ-FM, WRDX-FM, KPHT-FM, WFXN-FM, WXBT-FM, KEGL-FM, WLUB-FM, WSBY-FM, WFBQ-FM, KYLD-FM, WMXW-FM, WQUE-FM, WTKX-FM, KKZX-FM, WKNN-FM, WTTH-FM, WYNR-FM, KGGI-FM, WWZD-FM, WAZR-FM, WZRX-FM, WUBL-FM, WPKF-FM, WJDX-FM, WJKX-FM, WSUS-FM, KBME-AM, WWDC-FM, WZZO-FM, WSTV-FM, KMYT-FM, WKEE-FM, KFFF-FM, KMNS-AM, KKMY-FM, WWPR-FM, WQMF-FM, KKBD-FM, WHRK-FM, WZHT-FM, KFBT-FM, KBFM-FM, KKXL-AM, WEGX-FM, WVRK-FM, KIOI-FM, KXJM-FM, WXKS-FM, KASH-FM, WRFQ-FM, KRYS-FM, WENE-AM, KYYY-FM, WHEN-AM, WFSY-FM, KBIG-FM, WKGS-FM, KVDU-FM, KTZR-AM, KXUS-FM, WSAN-AM, KOKQ-FM, KXIC-AM, KOLT-FM, WRKT-FM, KSRY-FM, KYSR-FM, KIAK-FM, KRFX-FM, WZXL-FM, WHEB-FM, WEBN-FM, WBCG-FM, KODA-FM, KFAN-AM, WZDA-FM, KASE-FM, WACT-AM, WRVW-FM, KAAZ-FM, KHEY-FM, WVKF-FM, WRFF-FM, WINR-AM, WXDX-FM, KDMX-FM, WMAD-FM, WLAN-FM",721600.0,721600.0
"01c4c6e3-e5c3-414c-8c7c-76adb04c6911",116,116,"KHYL-FM, KQOD-FM, WKKV-FM, WJLB-FM, WZRL-FM",68900.0,68900.0
"03f6efc5-d0ba-4d54-8f1b-529449cdd4c1",10485,10485,"WWKZ-FM, WJJS-FM, KHTS-FM, KISO-FM, KKXL-FM, KIBT-FM, KXTC-FM, WRVB-FM, KVVS-FM, WAYV-FM, KBFM-FM, WWHT-FM, KTBT-FM, KOLZ-FM, KHFI-FM, KSFT-FM, KGGI-FM, KWTX-FM, KIIS-FM, KUUL-FM, WBKS-FM, WQEN-FM, WAEV-FM, KZHT-FM, WBNW-FM, KZCH-FM, WWXM-FM, KDON-FM, WKCI-FM, WKFS-FM, KPEZ-FM, WQNQ-FM, WKZP-FM, WKGS-FM, WKSI-FM, WNOK-FM, WNRW-FM, WNCI-FM, WHQC-FM, KSME-FM, WVKS-FM, WZBZ-FM, KUBT-FM, KKMY-FM, WRVW-FM, KJYO-FM, WVRT-FM, WLAN-FM, WCHD-FM, KKRZ-FM, WBIZ-FM, KKDM-FM, WLKT-FM, KYLD-FM, KXXM-FM, WKSL-FM, WGMY-FM, KIZZ-FM, KPRR-FM, WJMX-FM, WNSL-FM, WFMF-FM, WKSS-FM, WJMN-FM, WAEB-FM, WSNX-FM, WRTS-FM, WVKF-FM, WFKS-FM, KXJM-FM, WJJX-FM, WLDI-FM, KMXF-FM, WWPW-FM, WKKF-FM, WAKS-FM, WGEX-FM, WAZR-FM, KDWB-FM, WERZ-FM, WZEE-FM, KBOS-FM, WZBQ-FM, WKEE-FM, KHKN-FM, WPKF-FM, WZFT-FM, WVRZ-FM, KGOT-FM, WKTU-FM, KSSX-FM, WMKS-FM, WXXL-FM, KSLZ-FM, WKST-FM, KVJM-FM, WBTT-FM, KRQQ-FM, WKQI-FM, KDHT-FM, WFLZ-FM, WIOQ-FM, WXKS-FM, WHYI-FM, WHTZ-FM, KZZP-FM, WKSC-FM, WDCG-FM, WIHT-FM, KBKS-FM",21858900,21858900
